Status-ID,Kategorie,Linie,Fahrtnummer,"Abfahrtsstation Name","Abfahrtsstation Koordinaten","Abfahrt geplant","Abfahrt real","Zielstation Name","Zielstation Koordinaten","Ankunft geplant","Ankunft real",Reisezeit,Distanz,Punkte,Status-Nachricht,Fahrtzweck,Betreiber
3841398,nationalExpress,"ICE 697",697,"Hamburg Hbf","53.553533,10.00636",2024-11-22T18:24:00+00:00,2024-11-22T18:25:00+00:00,"Heidelberg Hbf","49.403582,8.67548",2024-11-22T23:11:00+00:00,2024-11-22T23:16:00+00:00,291,592543,70,"Information zu Julian nach Geburtstagsfeier: heute ohne @marhei als Tf | heute ohne Halt in Mannheim Hbf | heute ohne Umleitung über RLP | heute mit alternativer Weiterbeförderung | heute circa 80 Minuten später | heute zweiter Zugteil leer und verschlossen",PRIVATE,"DB Fernverkehr"
3842611,taxi,FGR,,"Heidelberg Hbf","49.403582,8.67548",2024-11-23T00:25:00+00:00,2024-11-23T00:25:00+00:00,"Speyer Hbf","49.324171,8.427926",2024-11-23T00:55:00+00:00,2024-11-23T00:55:00+00:00,30,20006,0,"Taxifahrer die innerorts 100 fahren, lieben wir 🙄",PRIVATE,
3855408,nationalExpress,"ICE 694",694,"Mannheim Hbf","49.479181,8.469268",2024-11-25T06:31:00+00:00,2024-11-25T06:33:00+00:00,"Hamburg Hbf","53.553533,10.00636",2024-11-25T11:36:00+00:00,2024-11-25T11:39:00+00:00,306,630970,74,"Heute dann die andere Umleitung",PRIVATE,"DB Fernverkehr"
3857061,national,"EC 394",394,"Hamburg Hbf","53.553533,10.00636",2024-11-25T11:53:00+00:00,2024-11-25T11:58:00+00:00,"Kopenhagen Hbf","55.672722,12.564618",2024-11-25T16:55:00+00:00,2024-11-25T16:55:00+00:00,312,501254,59,"Heute leider keine Gumminase :(",PRIVATE,"DB Fernverkehr"
3859657,regional,"R 1116",1116,"Kopenhagen Hbf","55.672722,12.564618",2024-11-25T17:44:00+00:00,2024-11-25T17:44:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-11-25T21:12:00+00:00,2024-11-25T21:12:00+00:00,208,245342,31,,PRIVATE,"Skånetrafiken Öresundståg"
3890240,regional,"R 8644",8644,"Karlskrona Central","56.166319,15.585255",2024-11-30T12:42:00+00:00,2024-11-30T12:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-11-30T13:25:00+00:00,2024-11-30T13:25:00+00:00,43,52957,12,"Auf zum Weihnachtsmarkt!",PRIVATE,
3892491,regional,"R 1056",1056,"Emmaboda station","56.629848,15.534933",2024-11-30T13:30:00+00:00,2024-11-30T13:30:00+00:00,"Kalmar Central","56.661445,16.35963",2024-11-30T13:59:00+00:00,2024-11-30T13:59:00+00:00,29,56835,1,,PRIVATE,"Skånetrafiken Öresundståg"
3892501,regional,"R 1145",1145,"Kalmar Central","56.661445,16.35963",2024-11-30T18:00:00+00:00,2024-11-30T18:00:00+00:00,"Emmaboda station","56.629848,15.534933",2024-11-30T18:30:00+00:00,2024-11-30T18:30:00+00:00,30,56836,12,"Letzte Verbindung des Tages mit 65 Minuten Umsteigezeit 🙃",PRIVATE,"Skånetrafiken Öresundståg"
3897312,regional,"R 8669",8669,"Emmaboda station","56.629848,15.534933",2024-11-30T19:34:00+00:00,2024-11-30T19:34:00+00:00,"Karlskrona Central","56.166319,15.585255",2024-11-30T20:16:00+00:00,2024-11-30T20:16:00+00:00,42,52957,1,,PRIVATE,
3927112,regional,"R 8628",8628,"Karlskrona Central","56.166319,15.585255",2024-12-06T08:42:00+00:00,2024-12-06T08:42:00+00:00,"Emmaboda station","56.629848,15.534933",2024-12-06T09:25:00+00:00,2024-12-06T09:25:00+00:00,43,52957,12,,PRIVATE,
3927137,regional,"R 332",332,"Emmaboda station","56.629848,15.534933",2024-12-06T09:30:00+00:00,2024-12-06T09:30:00+00:00,"Göteborg Central","57.709309,11.973425",2024-12-06T12:55:00+00:00,2024-12-06T12:55:00+00:00,205,294133,36,"Auf zum Weihnachtsmarkt!",PRIVATE,SJ
